"","Number","district_n","subdistr","statistics","suco_name","stat_sucoc","ea_codes","ele_eemean","pop_eemean","pre_eemean","tmax_eemean","tmin_eemean","rh_tmax_eemean","rh_tmin_eemean","mir_eemean","evi_eemean","district","sampled"
"12",12,"Bobonaro","Maliana",406,"Saburai",40606,40606082,680.304077148438,16.7005348205566,150.740341186523,27.6756420135498,20.4171123504639,63.8100128173828,98.3854827880859,1325.61767578125,3742.97119140625,NA,NA
"13",13,"Bobonaro","Maliana",406,"Tapo/Memo",40607,40607032,159.614501953125,116.366744995117,116.212066650391,29.8913192749023,22.6054611206055,62.750431060791,96.1410598754883,1529.09814453125,3043.10717773438,NA,NA
"14",14,"Bobonaro","Maliana",406,"Lahomea",40602,40602012,651.368103027344,46.1048164367676,159.325286865234,26.9334011077881,19.6149940490723,64.203727722168,99.5967636108398,1287.65393066406,3497.28491210938,NA,NA
"15",15,"Bobonaro","Maliana",406,"Holsa",40601,40601072,240.436004638672,393.743927001953,124.846977233887,29.5465412139893,22.210729598999,62.3906517028809,95.9779968261719,1502.56982421875,3280.98706054688,NA,NA
"16",16,"Bobonaro","Maliana",406,"Odomau",40603,40603042,169.944442749023,76.7960891723633,118.03929901123,29.9080944061279,22.5817432403564,62.3611145019531,95.7467575073242,1557.13671875,3189.34326171875,NA,NA
"17",17,"Bobonaro","Bobonaro",403,"Molop",40313,40313042,579.519592285156,62.1001586914062,169.875045776367,27.1493587493896,19.692720413208,64.585205078125,101.038459777832,1136.51965332031,3965.779296875,NA,NA
"18",18,"Bobonaro","Bobonaro",403,"Leber",40308,40308032,1445.7822265625,47.8887252807617,177.29670715332,24.0161895751953,16.6289119720459,67.6672592163086,106.557540893555,1170.37683105469,3685.69482421875,NA,NA
"19",19,"Bobonaro","Bobonaro",403,"Sibuni",40315,40315042,594.216674804688,32.8988647460938,169.05126953125,27.2518272399902,19.8328704833984,64.1147613525391,99.995475769043,1094.06127929688,4364.099609375,NA,NA
"20",20,"Bobonaro","Bobonaro",403,"Lour",40309,40309042,518.977966308594,62.4633293151855,164.610427856445,28.0014591217041,20.5256309509277,63.6708679199219,99.3984069824219,1099.75146484375,4305.01025390625,NA,NA
"21",21,"Bobonaro","Bobonaro",403,"Ai-Assa",40301,40301032,641.471435546875,59.1430320739746,169.550003051758,27.1676387786865,19.755069732666,64.1646118164062,100.062515258789,1188.44848632812,4004.57421875,NA,NA
"22",22,"Bobonaro","Bobonaro",403,"Tapo",40317,40317012,1249.25415039062,91.4737396240234,179.529235839844,24.0408935546875,16.670482635498,67.5082550048828,106.18189239502,1319.02856445312,3326.0185546875,NA,NA
"23",23,"Bobonaro","Bobonaro",403,"Oeleo",40314,40314022,1067.49291992188,90.9623489379883,174.21418762207,25.5790786743164,18.2163314819336,65.5084075927734,102.397048950195,1359.8271484375,3765.85693359375,NA,NA
"24",24,"Bobonaro","Bobonaro",403,"Bobonaro",40303,40303052,567.093139648438,389.900451660156,168.728073120117,27.3244018554688,19.9011287689209,64.0523223876953,99.8956604003906,1154.89709472656,3934.99633789062,NA,NA
"25",25,"Bobonaro","Bobonaro",403,"Carabau",40304,40304032,1169.57397460938,83.0496597290039,184.051391601562,24.0044403076172,16.5346488952637,68.1674880981445,107.923240661621,1356.9912109375,3658.9755859375,NA,NA
"26",26,"Bobonaro","Bobonaro",403,"Malilait",40312,40312042,762.483093261719,156.59130859375,174.618057250977,26.4654197692871,19.1162490844727,64.4148406982422,100.264450073242,1170.07995605469,3677.015625,NA,NA
"27",27,"Bobonaro","Bobonaro",403,"Lourba",40310,40310022,678.221984863281,243.159027099609,173.579177856445,26.9413204193115,19.5316696166992,64.9072341918945,101.258323669434,1259.70593261719,3989.5546875,NA,NA
"28",28,"Bobonaro","Bobonaro",403,"Atu-Aben",40302,40302012,727.866577148438,114.044616699219,171.530838012695,26.8036270141602,19.4355926513672,64.406982421875,100.248321533203,1223.41748046875,3726.2890625,NA,NA
"29",29,"Bobonaro","Bobonaro",403,"Ilat-Laun",40307,40307022,526.301879882812,78.0597457885742,163.880599975586,27.3326473236084,19.9576778411865,64.0760955810547,99.5691528320312,1327.54943847656,3532.65747070312,NA,NA
"30",30,"Bobonaro","Bobonaro",403,"Soileco",40316,40316022,675.317321777344,141.143951416016,169.685150146484,26.7000370025635,19.3073539733887,65.0105056762695,101.368827819824,1205.57421875,3791.99194335938,NA,NA
"31",31,"Bobonaro","Bobonaro",403,"Tebabui",40318,40318012,803.5751953125,247.582824707031,176.223556518555,26.1997146606445,18.7748775482178,65.7304992675781,102.941299438477,1416.34301757812,3643.56884765625,NA,NA
"32",32,"Bobonaro","Bobonaro",403,"Maliubu",40311,40311032,727.438415527344,192.168258666992,173.55517578125,26.4268264770508,19.0203418731689,65.4719696044922,102.294189453125,1340.751953125,3609.87426757812,NA,NA
"33",33,"Bobonaro","Bobonaro",403,"Colimau",40305,40305032,1894.45166015625,26.5137691497803,187.354751586914,21.9053344726562,14.3967552185059,70.7870254516602,113.259124755859,1352.78845214844,3310.99609375,NA,NA
"34",34,"Bobonaro","Balibo",402,"Cowa",40203,40203032,379.217620849609,30.6776714324951,128.441986083984,28.6970157623291,21.7109909057617,64.3866882324219,97.383415222168,1134.33374023438,4049.77099609375,NA,NA
"35",35,"Bobonaro","Balibo",402,"Leohito",40204,40204052,362.43798828125,45.9153137207031,128.727783203125,28.9006805419922,21.793830871582,64.0589752197266,97.5020904541016,1293.32580566406,3813.8759765625,NA,NA
"36",36,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201042,502.765747070312,55.5047645568848,131.819595336914,28.6520042419434,21.6364479064941,64.4243392944336,97.6132354736328,1219.83020019531,3994.75268554688,NA,NA
"37",37,"Bobonaro","Balibo",402,"Batugade",40202,40202032,156.054138183594,46.7554473876953,114.499084472656,29.4499778747559,22.4782543182373,64.9502105712891,97.9147109985352,1058.74279785156,3972.00024414062,NA,NA
"38",38,"Bobonaro","Atabae",401,"Atabae",40102,40102032,236.081481933594,46.1211585998535,125.033744812012,29.1182670593262,21.894681930542,63.8984451293945,97.8919219970703,1016.61236572266,4481.08203125,NA,NA
"39",39,"Bobonaro","Atabae",401,"Rairobo",40104,40104052,299.601806640625,34.6145057678223,121.268714904785,29.1780853271484,22.0214252471924,64.5491943359375,98.5070037841797,1089.83630371094,4103.1455078125,NA,NA
"40",40,"Bobonaro","Atabae",401,"Hataz",40103,40103022,178.953903198242,48.2546234130859,115.469657897949,29.5580196380615,22.3185043334961,64.0326766967773,98.0598907470703,1063.71459960938,4386.1884765625,"Bobonaro","TRUE"
"41",41,"Bobonaro","Cailaco",404,"Purugua",40407,40407052,472.688232421875,38.5813255310059,136.611083984375,28.5083293914795,21.1395053863525,63.432933807373,98.217414855957,1100.35961914062,4043.51611328125,NA,NA
"42",42,"Bobonaro","Cailaco",404,"Dau Udo",40402,40402012,294.926208496094,35.0271148681641,138.287368774414,28.5239906311035,21.1492652893066,63.4779624938965,98.3302917480469,1044.08666992188,4185.1865234375,NA,NA
"43",43,"Bobonaro","Cailaco",404,"Guenu Lai",40404,40404012,277.962860107422,53.3543930053711,134.329162597656,28.8605117797852,21.4464702606201,63.0185585021973,97.7270278930664,1167.68981933594,3772.86669921875,NA,NA
"44",44,"Bobonaro","Cailaco",404,"Goulolo",40403,40403032,310.618255615234,50.8810157775879,138.109375,28.8721313476562,21.4399318695068,62.6719398498535,97.2592544555664,1272.04626464844,3621.15991210938,NA,NA
"45",45,"Bobonaro","Cailaco",404,"Raiheu",40408,40408032,805.716674804688,44.4440574645996,165.990463256836,26.8618202209473,19.5453186035156,63.9411544799805,99.2033233642578,1200.75512695312,3681.30297851562,NA,NA
"46",46,"Bobonaro","Cailaco",404,"Manapa",40405,40405022,588.961120605469,40.633602142334,143.205139160156,28.1434669494629,20.8221492767334,63.5172004699707,98.1681976318359,1227.96264648438,3725.79809570312,NA,NA
"47",47,"Bobonaro","Balibo",402,"Batugade",40202,40202012,145.51936340332,31.324390411377,109.637138366699,29.7577209472656,22.7830715179443,64.7511825561523,97.528190612793,1057.07458496094,4186.53759765625,NA,NA
"48",48,"Bobonaro","Balibo",402,"Batugade",40202,40202022,103.66731262207,55.6822547912598,115.164894104004,29.4910316467285,22.4918918609619,64.556884765625,97.4549713134766,1140.63256835938,3972.4111328125,NA,NA
"49",49,"Bobonaro","Balibo",402,"Batugade",40202,40202052,35.9939498901367,98.635986328125,104.734390258789,30.017505645752,23.0447311401367,64.8939666748047,97.6537857055664,1110.29174804688,3812.12963867188,NA,NA
"50",50,"Bobonaro","Balibo",402,"Batugade",40202,40202042,45.0587882995605,122.649742126465,105.397102355957,29.9959278106689,23.005334854126,64.8076705932617,97.6326446533203,1096.63269042969,4092.24853515625,NA,NA
"51",51,"Bobonaro","Balibo",402,"Cowa",40203,40203012,305.546936035156,32.0768203735352,120.142234802246,29.0468978881836,22.1387233734131,64.7149810791016,97.3137664794922,1185.73840332031,3846.37329101562,NA,NA
"52",52,"Bobonaro","Balibo",402,"Cowa",40203,40203022,304.712036132812,27.3962841033936,120.383110046387,29.1134243011475,22.1588973999023,64.6060943603516,97.4039840698242,1171.51843261719,3934.47485351562,NA,NA
"53",53,"Bobonaro","Balibo",402,"Cowa",40203,40203052,297.869659423828,23.794246673584,127.240455627441,28.8456382751465,21.8323764801025,64.3782196044922,97.4700241088867,1109.57482910156,4190.658203125,"Bobonaro","TRUE"
"54",54,"Bobonaro","Balibo",402,"Cowa",40203,40203042,545.417602539062,50.0784950256348,131.419586181641,28.5868892669678,21.5718212127686,64.3879776000977,97.5847091674805,1217.09252929688,4139.28271484375,NA,NA
"55",55,"Bobonaro","Balibo",402,"Leohito",40204,40204012,503.445648193359,23.7392959594727,131.521789550781,28.6396141052246,21.5833225250244,64.1983642578125,97.5235366821289,1146.92785644531,4197.77001953125,NA,NA
"56",56,"Bobonaro","Balibo",402,"Leohito",40204,40204022,346.198181152344,29.333890914917,129.203369140625,28.8146934509277,21.7162189483643,63.990234375,97.3980178833008,1131.66284179688,4269.53466796875,NA,NA
"57",57,"Bobonaro","Balibo",402,"Leohito",40204,40204032,397.435882568359,46.8963050842285,130.058074951172,28.7628326416016,21.6723594665527,64.0324478149414,97.4322891235352,1259.283203125,4106.546875,NA,NA
"58",58,"Bobonaro","Balibo",402,"Leohito",40204,40204042,539.040283203125,63.5953674316406,143.809829711914,28.0175971984863,21.0029468536377,64.5281982421875,97.9776229858398,1181.07873535156,4274.6591796875,NA,NA
"59",59,"Bobonaro","Balibo",402,"Leohito",40204,40204062,332.873931884766,66.7602462768555,125.720420837402,29.0680885314941,21.9479026794434,64.0024948120117,97.4380874633789,1343.23767089844,3703.97778320312,NA,NA
"60",60,"Bobonaro","Balibo",402,"Leolima",40205,40205022,257.214691162109,29.3069629669189,118.688522338867,29.1987209320068,22.1431941986084,64.9875564575195,98.5688858032227,1157.89880371094,3893.72387695312,NA,NA
"61",61,"Bobonaro","Balibo",402,"Leolima",40205,40205032,334.47265625,16.0443000793457,119.256080627441,29.2901782989502,22.153392791748,64.372200012207,98.0722885131836,976.829406738281,4402.123046875,NA,NA
"62",62,"Bobonaro","Balibo",402,"Leolima",40205,40205042,376.148590087891,27.8554630279541,124.233032226562,28.9092636108398,21.8770027160645,64.9401931762695,98.4502334594727,1091.35803222656,3862.66918945312,"Bobonaro","TRUE"
"63",63,"Bobonaro","Balibo",402,"Leolima",40205,40205052,378.383331298828,23.394868850708,127.926307678223,28.8466053009033,21.8092174530029,64.513069152832,97.8299255371094,1067.21472167969,4128.12939453125,NA,NA
"64",64,"Bobonaro","Balibo",402,"Leolima",40205,40205062,360.252593994141,32.5872955322266,124.710418701172,29.0544738769531,21.9717960357666,64.2368240356445,97.6030883789062,1034.5205078125,4292.8310546875,NA,NA
"65",65,"Bobonaro","Balibo",402,"Leolima",40205,40205082,194.881652832031,68.8442459106445,119.108436584473,29.3215503692627,22.1919250488281,64.1655197143555,97.6884155273438,1305.21166992188,3827.7822265625,NA,NA
"66",66,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201012,396.937530517578,28.4666080474854,129.570526123047,28.8166122436523,21.7800006866455,64.3251266479492,97.5389556884766,1193.21179199219,3871.96923828125,NA,NA
"67",67,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201022,358.881500244141,89.623046875,128.862350463867,28.84987449646,21.794620513916,64.2861709594727,97.5800170898438,1323.61279296875,3880.609375,NA,NA
"68",68,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201032,537.328369140625,91.4548797607422,139.490051269531,28.2643604278564,21.2418670654297,64.4557723999023,97.8333892822266,1251.76525878906,3937.36181640625,NA,NA
"69",69,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201082,468.917938232422,80.2385940551758,126.96605682373,28.7845153808594,21.8102378845215,64.8186187744141,97.9393310546875,1250.41235351562,3748.41674804688,NA,NA
"70",70,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201052,553.024047851562,1654.38500976562,142.623687744141,28.0802745819092,21.0661430358887,64.5210494995117,97.9426803588867,1439.52661132812,3667.02709960938,NA,NA
"71",71,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201062,551.975891113281,564.636779785156,143.424423217773,28.0379028320312,21.0238742828369,64.5282135009766,97.9670944213867,1369.58508300781,3684.7373046875,NA,NA
"72",72,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201072,310.936248779297,167.444839477539,123.457702636719,29.0867862701416,22.0727653503418,64.3761367797852,97.3866271972656,1251.53356933594,3724.013671875,NA,NA
"73",73,"Bobonaro","Balibo",402,"Balibo Vila",40201,40201092,394.928833007812,76.7447280883789,124.392562866211,28.9399433135986,21.9592952728271,64.7209396362305,97.7732543945312,1177.56518554688,3898.74438476562,NA,NA
"74",74,"Bobonaro","Balibo",402,"Sanirin",40206,40206012,357.068481445312,21.0222206115723,121.221611022949,29.044885635376,22.0873718261719,65.0221176147461,98.0724334716797,995.598327636719,4224.1728515625,NA,NA
"75",75,"Bobonaro","Balibo",402,"Sanirin",40206,40206022,88.5201873779297,47.2752265930176,106.534889221191,29.9164218902588,22.8843955993652,64.8925323486328,98.032096862793,1099.63952636719,3951.23291015625,NA,NA
"76",76,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101012,344.356903076172,71.0395736694336,121.906875610352,29.1697788238525,22.0141410827637,64.5153198242188,98.4503555297852,1120.5361328125,4073.103515625,NA,NA
"77",77,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101022,215.908737182617,36.1393890380859,118.281356811523,29.3250198364258,22.1821708679199,64.5531539916992,98.3813629150391,1242.26196289062,3841.07836914062,NA,NA
"78",78,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101092,213.214645385742,29.4193439483643,114.555763244629,29.4888496398926,22.3557376861572,64.8462524414062,98.7216949462891,1277.32897949219,3792.46044921875,"Bobonaro","TRUE"
"79",79,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101032,92.4937438964844,17.9434204101562,104.147216796875,29.9558582305908,22.8862476348877,65.1097564697266,98.5912704467773,1121.37548828125,3513.3740234375,NA,NA
"80",80,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101042,126.913261413574,33.8632926940918,107.374801635742,29.7985687255859,22.7058887481689,65.0529022216797,98.6948165893555,1140.43957519531,3385.888671875,NA,NA
"81",81,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101052,126.197196960449,27.757640838623,105.611511230469,29.8985061645508,22.7645893096924,64.8877334594727,98.6498184204102,1084.76123046875,3834.34106445312,NA,NA
"82",82,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101062,110.500183105469,54.2177047729492,105.67399597168,29.8640270233154,22.7135772705078,64.8331985473633,98.6711730957031,1031.3828125,4022.5791015625,NA,NA
"83",83,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101112,46.7977905273438,183.659332275391,100.286804199219,30.1398582458496,22.9732608795166,64.9501342773438,98.8624801635742,1340.22058105469,3533.703125,NA,NA
"84",84,"Bobonaro","Atabae",401,"Aidabaleten",40101,40101082,41.0896606445312,110.960372924805,97.3661727905273,30.4070415496826,23.2390193939209,64.4142532348633,97.9411849975586,1369.59338378906,2729.662109375,NA,NA
"85",85,"Bobonaro","Atabae",401,"Atabae",40102,40102012,201.641052246094,18.4581050872803,114.303993225098,29.4299831390381,22.1792259216309,64.4087600708008,98.7592239379883,1034.06713867188,4122.0029296875,NA,NA
"86",86,"Bobonaro","Atabae",401,"Atabae",40102,40102022,255.794036865234,34.0632781982422,119.158058166504,29.3448810577393,22.0886878967285,63.9291915893555,98.0592880249023,1091.86157226562,4291.0615234375,NA,NA
"87",87,"Bobonaro","Atabae",401,"Atabae",40102,40102042,159.424560546875,51.8179130554199,115.277694702148,29.6158714294434,22.3446083068848,63.7840538024902,97.8356475830078,1033.30920410156,4316.060546875,NA,NA
"88",88,"Bobonaro","Atabae",401,"Hataz",40103,40103012,212.756576538086,48.8454742431641,115.675384521484,29.5131454467773,22.3081150054932,64.1538848876953,98.0664138793945,1009.83020019531,4356.90673828125,NA,NA
"89",89,"Bobonaro","Atabae",401,"Hataz",40103,40103032,156.373275756836,47.1531219482422,111.042495727539,29.8130321502686,22.5330123901367,63.8266944885254,97.8933258056641,1109.58349609375,4200.8662109375,NA,NA
"90",90,"Bobonaro","Atabae",401,"Rairobo",40104,40104012,243.015914916992,12.5450859069824,113.022583007812,29.4744758605957,22.2734603881836,64.7730560302734,99.0220336914062,1088.81604003906,4003.10620117188,NA,NA
"91",91,"Bobonaro","Atabae",401,"Rairobo",40104,40104062,563.446166992188,26.5574893951416,124.866889953613,29.0863933563232,21.8861274719238,64.1129379272461,98.1036834716797,946.100158691406,4462.7158203125,"Bobonaro","TRUE"
"92",92,"Bobonaro","Atabae",401,"Rairobo",40104,40104022,282.873107910156,41.4863700866699,116.758232116699,29.3224315643311,22.1554050445557,64.7761764526367,98.8762588500977,1024.98864746094,4205.63134765625,NA,NA
"93",93,"Bobonaro","Atabae",401,"Rairobo",40104,40104032,408.672576904297,50.2319526672363,122.204208374023,29.1393508911133,21.9659576416016,64.4551849365234,98.4693222045898,939.550659179688,4491.4208984375,NA,NA
"94",94,"Bobonaro","Atabae",401,"Rairobo",40104,40104042,216.941268920898,57.2089996337891,116.705169677734,29.347297668457,22.1936435699463,64.7229385375977,98.7023239135742,1074.92163085938,4186.83447265625,NA,NA
"95",95,"Bobonaro","Cailaco",404,"Purugua",40407,40407012,71.8174591064453,48.6735000610352,103.934692382812,30.1348285675049,22.7629356384277,63.3657264709473,97.5766220092773,1447.48046875,2942.49462890625,NA,NA
"96",96,"Bobonaro","Cailaco",404,"Purugua",40407,40407022,127.490234375,47.5122985839844,107.974021911621,29.9032917022705,22.5190677642822,63.2488059997559,97.5593490600586,1172.85693359375,3828.74243164062,NA,NA
"97",97,"Bobonaro","Cailaco",404,"Purugua",40407,40407032,206.584899902344,18.7348728179932,109.549743652344,29.840202331543,22.4506359100342,63.1632957458496,97.4767303466797,1018.12719726562,4141.91748046875,NA,NA
"98",98,"Bobonaro","Cailaco",404,"Purugua",40407,40407042,229.552169799805,33.692554473877,113.575218200684,29.647647857666,22.2673149108887,63.3458633422852,97.7805023193359,1028.47485351562,4019.90771484375,NA,NA
"99",99,"Bobonaro","Cailaco",404,"Atudara",40401,40401012,144.381317138672,63.7668533325195,111.369819641113,29.7566089630127,22.3916072845459,63.5132598876953,97.9156188964844,1133.10620117188,4101.78662109375,NA,NA
"100",100,"Bobonaro","Cailaco",404,"Atudara",40401,40401022,212.164688110352,40.9868927001953,117.903137207031,29.4653739929199,22.0881729125977,63.3942451477051,97.8981399536133,1065.31958007812,4156.30859375,NA,NA
"101",101,"Bobonaro","Cailaco",404,"Meligo",40406,40406012,155.120452880859,69.1749801635742,116.738906860352,29.5220241546631,22.1386547088623,63.4241714477539,97.9563598632812,1065.43713378906,4094.9296875,NA,NA
"102",102,"Bobonaro","Cailaco",404,"Meligo",40406,40406022,80.84814453125,114.900001525879,111.003395080566,29.8453960418701,22.5047397613525,63.5420532226562,97.7839965820312,1547.72497558594,3209.62133789062,NA,NA
"103",103,"Bobonaro","Cailaco",404,"Meligo",40406,40406032,272.619567871094,35.4710960388184,120.911796569824,29.3526477813721,21.96875,63.3921813964844,97.9649810791016,1075.25915527344,4092.37475585938,NA,NA
"104",104,"Bobonaro","Cailaco",404,"Meligo",40406,40406052,625.055297851562,69.130126953125,146.264205932617,27.9187393188477,20.6027050018311,63.6282920837402,98.3919830322266,1215.06909179688,3836.71606445312,NA,NA
"105",105,"Bobonaro","Cailaco",404,"Manapa",40405,40405012,145.505554199219,138.677810668945,124.485656738281,29.413667678833,22.0695266723633,62.9330558776855,96.9386444091797,1587.51440429688,3119.8466796875,NA,NA
"106",106,"Bobonaro","Cailaco",404,"Manapa",40405,40405032,644.262329101562,87.8898544311523,143.190979003906,28.2300453186035,20.9000434875488,63.2121620178223,97.7015991210938,1298.91345214844,3649.88549804688,NA,NA
"107",107,"Bobonaro","Cailaco",404,"Dau Udo",40402,40402022,401.285858154297,24.1887855529785,138.766677856445,28.4903507232666,21.1186809539795,63.5149192810059,98.3815765380859,999.871154785156,4363.93359375,NA,NA
"108",108,"Bobonaro","Cailaco",404,"Guenu Lai",40404,40404022,549.284301757812,29.8824214935303,140.442840576172,28.3682880401611,21.0002136230469,63.5489768981934,98.4553756713867,1055.93591308594,4076.23950195312,NA,NA
"109",109,"Bobonaro","Cailaco",404,"Raiheu",40408,40408022,482.587066650391,39.114200592041,159.607543945312,27.7788887023926,20.414478302002,63.4299011230469,98.3333892822266,1222.04174804688,3790.21044921875,NA,NA
"110",110,"Bobonaro","Cailaco",404,"Goulolo",40403,40403012,756.649963378906,31.5869998931885,169.012130737305,26.2566604614258,18.9761638641357,64.4518737792969,100.073677062988,1174.11364746094,3847.87866210938,"Bobonaro","TRUE"
"111",111,"Bobonaro","Cailaco",404,"Goulolo",40403,40403022,496.061798095703,63.3964920043945,147.527877807617,28.2429237365723,20.8478317260742,63.0403327941895,97.8235855102539,1141.43542480469,4038.4287109375,NA,NA
"112",112,"Bobonaro","Bobonaro",403,"Cota Bo'ot",40306,40306012,1359.41381835938,122.727935791016,184.051391601562,24.0044403076172,16.5346508026123,68.1674880981445,107.923240661621,1395.43896484375,3471.30395507812,NA,NA
"113",113,"Bobonaro","Bobonaro",403,"Carabau",40304,40304012,700.938110351562,95.8666152954102,168.271209716797,27.5687408447266,20.1199226379395,64.1755218505859,100.157577514648,1239.77673339844,4229.10205078125,NA,NA
"114",114,"Bobonaro","Bobonaro",403,"Carabau",40304,40304022,778.673400878906,102.958312988281,178.546478271484,25.5482616424561,18.11008644104,66.4536819458008,104.419708251953,1155.19360351562,4129.1748046875,NA,NA
"115",115,"Bobonaro","Bobonaro",403,"Carabau",40304,40304042,802.590637207031,589.199645996094,174.919570922852,26.5654067993164,19.1480579376221,65.3245391845703,102.111404418945,1278.71252441406,3822.29223632812,NA,NA
"116",116,"Bobonaro","Bobonaro",403,"Carabau",40304,40304052,850.419555664062,649.424255371094,182.473281860352,24.4470100402832,16.9862823486328,67.6761856079102,106.918869018555,1318.94128417969,3705.08740234375,NA,NA
"117",117,"Bobonaro","Bobonaro",403,"Molop",40313,40313012,292.131988525391,89.5201950073242,150.883331298828,28.9606895446777,21.3802795410156,63.1115913391113,98.8224105834961,1259.63525390625,3637.44091796875,NA,NA
"118",118,"Bobonaro","Bobonaro",403,"Molop",40313,40313022,374.896850585938,42.3616409301758,155.708908081055,28.4955368041992,20.9472923278809,63.5246925354004,99.4440078735352,1057.46813964844,4340.0634765625,NA,NA
"119",119,"Bobonaro","Bobonaro",403,"Molop",40313,40313032,414.526275634766,71.9628372192383,158.269348144531,28.2562484741211,20.7239742279053,63.6846885681152,99.6842422485352,1292.88989257812,3426.98510742188,NA,NA
"120",120,"Bobonaro","Bobonaro",403,"Leber",40308,40308012,909.900939941406,50.5716171264648,172.715225219727,26.1759014129639,18.7767028808594,65.2251510620117,102.003463745117,1240.18823242188,4069.5712890625,NA,NA
"121",121,"Bobonaro","Bobonaro",403,"Leber",40308,40308052,902.772521972656,33.7005386352539,176.005981445312,25.2885665893555,17.9063415527344,67.1044006347656,105.179954528809,1098.37866210938,4130.59912109375,NA,NA
"122",122,"Bobonaro","Bobonaro",403,"Sibuni",40315,40315012,917.334777832031,43.0196647644043,170.203231811523,27.1176872253418,19.6645374298096,64.5991134643555,101.049324035645,1231.52783203125,4144.08642578125,NA,NA
"123",123,"Bobonaro","Bobonaro",403,"Sibuni",40315,40315022,428.515625,67.051887512207,153.924514770508,28.740743637085,21.1831836700439,63.2462348937988,98.971794128418,1204.39599609375,3992.84252929688,NA,NA
"124",124,"Bobonaro","Bobonaro",403,"Sibuni",40315,40315032,601.345153808594,93.1101455688477,166.007553100586,27.6245517730713,20.1590156555176,64.0277328491211,100.031112670898,1137.51745605469,4306.93505859375,NA,NA
"125",125,"Bobonaro","Bobonaro",403,"Lour",40309,40309012,386.791564941406,104.121017456055,156.638107299805,28.5585556030273,21.0219860076904,63.3460540771484,99.0638885498047,1240.83544921875,3830.548828125,NA,NA
