Number,district_n,subdistr,statistics,suco_name,stat_sucoc,ea_codes
2015,Ermera,Letefoho,704,Hatugau,70405,70405042
2016,Ermera,Letefoho,704,Hatugau,70405,70405052
2017,Ermera,Letefoho,704,Haupu,70406,70406092
2018,Ermera,Letefoho,704,Haupu,70406,70406102
2019,Ermera,Letefoho,704,Haupu,70406,70406082
2020,Ermera,Letefoho,704,Haupu,70406,70406072
2021,Ermera,Letefoho,704,Haupu,70406,70406012
2022,Ermera,Letefoho,704,Haupu,70406,70406022
2023,Ermera,Letefoho,704,Haupu,70406,70406032
2024,Ermera,Letefoho,704,Haupu,70406,70406042
2025,Ermera,Letefoho,704,Haupu,70406,70406062
2026,Ermera,Letefoho,704,Haupu,70406,70406112
2027,Ermera,Letefoho,704,Catrai Caraic,70407,70407012
2028,Ermera,Letefoho,704,Catrai Caraic,70407,70407022
2029,Ermera,Letefoho,704,Catrai Caraic,70407,70407042
2030,Ermera,Letefoho,704,Catrai Caraic,70407,70407052
2031,Ermera,Letefoho,704,Catrai Caraic,70407,70407062
2032,Ermera,Letefoho,704,Catrai Caraic,70407,70407072
2033,Ermera,Letefoho,704,Lauana,70408,70408022
2034,Ermera,Letefoho,704,Lauana,70408,70408032
2035,Ermera,Letefoho,704,Lauana,70408,70408042
2036,Ermera,Letefoho,704,Lauana,70408,70408052
2037,Ermera,Letefoho,704,Lauana,70408,70408062
2038,Ermera,Railaco,705,Fatuquero,70502,70502011
2039,Ermera,Railaco,705,Fatuquero,70502,70502022
2040,Ermera,Railaco,705,Fatuquero,70502,70502032
2041,Ermera,Railaco,705,Fatuquero,70502,70502042
2042,Ermera,Railaco,705,Liho,70503,70503042
2043,Ermera,Railaco,705,Liho,70503,70503012
2044,Ermera,Railaco,705,Liho,70503,70503022
2045,Ermera,Railaco,705,Matata,70504,70504012
2046,Ermera,Railaco,705,Matata,70504,70504022
2047,Ermera,Railaco,705,Railaco Craic,70505,70505022
2048,Ermera,Railaco,705,Railaco Craic,70505,70505032
2049,Ermera,Railaco,705,Railaco Leten,70506,70506012
2050,Ermera,Railaco,705,Railaco Leten,70506,70506022
2051,Ermera,Railaco,705,Railaco Leten,70506,70506032
2052,Ermera,Railaco,705,Samalete,70507,70507022
2053,Ermera,Railaco,705,Tocoluli,70509,70509022
2054,Ermera,Railaco,705,Tocoluli,70509,70509032
2055,Lautém,Tutuala,805,Mehara,80501,80501052
2056,Lautém,Lautém,802,Ililai,80205,80205022
2057,Lautém,Lospalos,803,Fuiloro,80303,80303291
2058,Lautém,Luro,804,Luro,80405,80405022
2059,Lautém,Lospalos,803,Lore 1,80306,80306072
2060,Lautém,Lospalos,803,Cacavei,80302,80302012
2061,Lautém,Lospalos,803,Leuro,80305,80305022
2062,Lautém,Lospalos,803,Souro,80310,80310032
2063,Lautém,Lospalos,803,Lore 2,80307,80307012
2064,Lautém,Lospalos,803,Muapitine,80308,80308032
2065,Lautém,Lospalos,803,Home,80304,80304032
2066,Lautém,Lospalos,803,Raça,80309,80309022
2067,Lautém,Lospalos,803,Bauro,80301,80301062
2068,Lautém,Lautém,802,Com,80202,80202022
2069,Lautém,Lautém,802,Parlamento,80209,80209052
2070,Lautém,Lautém,802,Pairara,80208,80208022
2071,Lautém,Lautém,802,Maina 1,80206,80206032
2072,Lautém,Lautém,802,Baduro,80201,80201032
2073,Lautém,Lautém,802,Maina 2,80207,80207052
2074,Lautém,Lautém,802,Serelau,80210,80210032
2075,Lautém,Lautém,802,Daudere,80203,80203062
2076,Lautém,Lautém,802,Euquisi,80204,80204022
2077,Lautém,Luro,804,Afabubu,80401,80401012
2078,Lautém,Luro,804,Lacawa,80404,80404032
2079,Lautém,Luro,804,Cotamutu,80403,80403052
2080,Lautém,Luro,804,Baricafa,80402,80402022
2081,Lautém,Iliomar,801,Iliomar 1,80104,80104012
2082,Lautém,Iliomar,801,Iliomar 2,80105,80105022
2083,Lautém,Iliomar,801,Aelebere,80101,80101012
2084,Lautém,Iliomar,801,Caenlio,80102,80102022
2085,Lautém,Iliomar,801,Fuat,80103,80103022
2086,Lautém,Iliomar,801,Tirilolo,80106,80106042
2087,Lautém,Tutuala,805,Tutuala,80502,80502012
2088,Lautém,Tutuala,805,Tutuala,80502,80502022
2089,Lautém,Tutuala,805,Tutuala,80502,80502032
2090,Lautém,Tutuala,805,Tutuala,80502,80502042
2091,Lautém,Tutuala,805,Tutuala,80502,80502062
2092,Lautém,Lospalos,803,Muapitine,80308,80308042
2093,Lautém,Tutuala,805,Mehara,80501,80501012
2094,Lautém,Tutuala,805,Mehara,80501,80501022
2095,Lautém,Tutuala,805,Mehara,80501,80501032
2096,Lautém,Tutuala,805,Mehara,80501,80501042
2097,Lautém,Lospalos,803,Bauro,80301,80301012
2098,Lautém,Lospalos,803,Bauro,80301,80301022
2099,Lautém,Lospalos,803,Bauro,80301,80301032
2100,Lautém,Lospalos,803,Bauro,80301,80301042
2101,Lautém,Lospalos,803,Bauro,80301,80301052
2102,Lautém,Lautém,802,Com,80202,80202012
2103,Lautém,Lautém,802,Com,80202,80202052
2104,Lautém,Lautém,802,Com,80202,80202032
2105,Lautém,Lautém,802,Com,80202,80202042
2106,Lautém,Lautém,802,Parlamento,80209,80209012
2107,Lautém,Lautém,802,Parlamento,80209,80209022
2108,Lautém,Lautém,802,Parlamento,80209,80209032
2109,Lautém,Lautém,802,Parlamento,80209,80209042
2110,Lautém,Lautém,802,Parlamento,80209,80209062
2111,Lautém,Lautém,802,Pairara,80208,80208012
2112,Lautém,Lautém,802,Pairara,80208,80208032
2113,Lautém,Lautém,802,Maina 1,80206,80206012
2114,Lautém,Lautém,802,Maina 1,80206,80206022
2115,Lautém,Lautém,802,Baduro,80201,80201012
2116,Lautém,Lautém,802,Baduro,80201,80201022
2117,Lautém,Lautém,802,Serelau,80210,80210012
2118,Lautém,Lautém,802,Serelau,80210,80210022
2119,Lautém,Lautém,802,Serelau,80210,80210042
2120,Lautém,Lautém,802,Daudere,80203,80203012
2121,Lautém,Lautém,802,Daudere,80203,80203032
2122,Lautém,Lautém,802,Daudere,80203,80203022
2123,Lautém,Lautém,802,Daudere,80203,80203042
2124,Lautém,Lautém,802,Daudere,80203,80203052
2125,Lautém,Lautém,802,Euquisi,80204,80204012
2126,Lautém,Lautém,802,Euquisi,80204,80204032
2127,Lautém,Lautém,802,Maina 2,80207,80207012
2128,Lautém,Lautém,802,Maina 2,80207,80207022
2129,Lautém,Lautém,802,Maina 2,80207,80207032
2130,Lautém,Lautém,802,Maina 2,80207,80207042
2131,Lautém,Lautém,802,Maina 2,80207,80207062
2132,Lautém,Lautém,802,Ililai,80205,80205012
2133,Lautém,Lautém,802,Ililai,80205,80205032
2134,Lautém,Lospalos,803,Fuiloro,80303,80303012
2135,Lautém,Lospalos,803,Fuiloro,80303,80303022
2136,Lautém,Lospalos,803,Fuiloro,80303,80303032
2137,Lautém,Lospalos,803,Fuiloro,80303,80303042
2138,Lautém,Lospalos,803,Fuiloro,80303,80303052
2139,Lautém,Lospalos,803,Fuiloro,80303,80303062
2140,Lautém,Lospalos,803,Fuiloro,80303,80303072
2141,Lautém,Lospalos,803,Fuiloro,80303,80303081
2142,Lautém,Lospalos,803,Fuiloro,80303,80303091
2143,Lautém,Lospalos,803,Fuiloro,80303,80303101
2144,Lautém,Lospalos,803,Fuiloro,80303,80303111
2145,Lautém,Lospalos,803,Fuiloro,80303,80303121
2146,Lautém,Lospalos,803,Fuiloro,80303,80303131
2147,Lautém,Lospalos,803,Fuiloro,80303,80303141
2148,Lautém,Lospalos,803,Fuiloro,80303,80303151
2149,Lautém,Lospalos,803,Fuiloro,80303,80303161
2150,Lautém,Lospalos,803,Lore 2,80307,80307042
2151,Lautém,Luro,804,Lacawa,80404,80404012
2152,Lautém,Luro,804,Lacawa,80404,80404022
2153,Lautém,Luro,804,Baricafa,80402,80402012
2154,Lautém,Luro,804,Luro,80405,80405012
2155,Lautém,Luro,804,Luro,80405,80405032
2156,Lautém,Lospalos,803,Muapitine,80308,80308012
2157,Lautém,Lospalos,803,Muapitine,80308,80308022
2158,Lautém,Lospalos,803,Lore 2,80307,80307022
2159,Lautém,Lospalos,803,Souro,80310,80310012
2160,Lautém,Lospalos,803,Souro,80310,80310022
2161,Lautém,Lospalos,803,Souro,80310,80310042
2162,Lautém,Lospalos,803,Raça,80309,80309012
2163,Lautém,Lospalos,803,Lore 1,80306,80306012
2164,Lautém,Lospalos,803,Lore 1,80306,80306022
2165,Lautém,Lospalos,803,Lore 1,80306,80306032
2166,Lautém,Lospalos,803,Lore 1,80306,80306042
2167,Lautém,Lospalos,803,Lore 1,80306,80306052
2168,Lautém,Lospalos,803,Lore 1,80306,80306062
2169,Lautém,Lospalos,803,Cacavei,80302,80302032
2170,Lautém,Lospalos,803,Cacavei,80302,80302022
2171,Lautém,Lospalos,803,Home,80304,80304012
2172,Lautém,Lospalos,803,Home,80304,80304022
2173,Lautém,Lospalos,803,Home,80304,80304042
2174,Lautém,Lospalos,803,Leuro,80305,80305012
2175,Lautém,Iliomar,801,Aelebere,80101,80101022
2176,Lautém,Iliomar,801,Aelebere,80101,80101032
2177,Lautém,Iliomar,801,Iliomar 1,80104,80104022
2178,Lautém,Iliomar,801,Iliomar 1,80104,80104032
2179,Lautém,Iliomar,801,Iliomar 1,80104,80104042
2180,Lautém,Iliomar,801,Iliomar 1,80104,80104052
2181,Lautém,Iliomar,801,Iliomar 2,80105,80105012
2182,Lautém,Iliomar,801,Iliomar 2,80105,80105032
2183,Lautém,Iliomar,801,Caenlio,80102,80102012
2184,Lautém,Iliomar,801,Caenlio,80102,80102032
2185,Lautém,Iliomar,801,Fuat,80103,80103012
2186,Lautém,Iliomar,801,Tirilolo,80106,80106012
2187,Lautém,Iliomar,801,Tirilolo,80106,80106032
2188,Lautém,Luro,804,Wairoque,80406,80406022
2189,Lautém,Luro,804,Wairoque,80406,80406012
2190,Lautém,Luro,804,Wairoque,80406,80406032
2191,Liquiçá,Liquiçá,902,Dato,90203,90203101
2192,Liquiçá,Maubara,903,Lissadila,90303,90303052
2193,Liquiçá,Maubara,903,Vatuboro,90305,90305052
2194,Liquiçá,Maubara,903,Gugleur,90301,90301062
2195,Liquiçá,Maubara,903,Vaviquinia,90307,90307042
2196,Liquiçá,Maubara,903,Maubaralisa,90304,90304032
2197,Liquiçá,Maubara,903,Guiço,90302,90302042
2198,Liquiçá,Maubara,903,Vatuvou,90306,90306102
2199,Liquiçá,Liquiçá,902,Leotala,90205,90205012
2200,Liquiçá,Liquiçá,902,Açumanu,90201,90201032
2201,Liquiçá,Liquiçá,902,Hatuquessi,90204,90204032
2202,Liquiçá,Liquiçá,902,Loidahar,90206,90206052
2203,Liquiçá,Liquiçá,902,Darulete,90202,90202022
2204,Liquiçá,Liquiçá,902,Luculai,90207,90207022
2205,Liquiçá,Bazartete,901,Maumeta,90105,90105042
2206,Liquiçá,Bazartete,901,Lauhata,90103,90103032
2207,Liquiçá,Bazartete,901,Metagou,90106,90106032
2208,Liquiçá,Bazartete,901,Leorema,90104,90104062
2209,Liquiçá,Bazartete,901,Fatumasi,90102,90102032
2210,Liquiçá,Bazartete,901,Motaulun,90107,90107012
2211,Liquiçá,Bazartete,901,Fahilebo,90101,90101032
2212,Liquiçá,Bazartete,901,Ulmera,90109,90109042
2213,Liquiçá,Bazartete,901,Fahilebo,90101,90101012
2214,Liquiçá,Bazartete,901,Fahilebo,90101,90101022
2215,Liquiçá,Bazartete,901,Fatumasi,90102,90102012
2216,Liquiçá,Bazartete,901,Fatumasi,90102,90102022
2217,Liquiçá,Bazartete,901,Lauhata,90103,90103012
2218,Liquiçá,Bazartete,901,Lauhata,90103,90103022
2219,Liquiçá,Bazartete,901,Lauhata,90103,90103042
2220,Liquiçá,Bazartete,901,Ulmera,90109,90109012
2221,Liquiçá,Bazartete,901,Ulmera,90109,90109022
2222,Liquiçá,Bazartete,901,Ulmera,90109,90109032
2223,Liquiçá,Bazartete,901,Ulmera,90109,90109052
2224,Liquiçá,Bazartete,901,Leorema,90104,90104012
2225,Liquiçá,Bazartete,901,Leorema,90104,90104022
2226,Liquiçá,Bazartete,901,Leorema,90104,90104032
2227,Liquiçá,Bazartete,901,Leorema,90104,90104042
2228,Liquiçá,Bazartete,901,Leorema,90104,90104052
2229,Liquiçá,Bazartete,901,Leorema,90104,90104072
2230,Liquiçá,Bazartete,901,Maumeta,90105,90105012
2231,Liquiçá,Bazartete,901,Maumeta,90105,90105022
2232,Liquiçá,Bazartete,901,Maumeta,90105,90105032
2233,Liquiçá,Bazartete,901,Metagou,90106,90106012
2234,Liquiçá,Bazartete,901,Metagou,90106,90106022
2235,Liquiçá,Bazartete,901,Metagou,90106,90106042
2236,Liquiçá,Bazartete,901,Motaulun,90107,90107022
2237,Liquiçá,Liquiçá,902,Dato,90203,90203012
2238,Liquiçá,Liquiçá,902,Dato,90203,90203022
2239,Liquiçá,Liquiçá,902,Dato,90203,90203032
2240,Liquiçá,Liquiçá,902,Dato,90203,90203042
2241,Liquiçá,Liquiçá,902,Dato,90203,90203051
2242,Liquiçá,Liquiçá,902,Dato,90203,90203061
2243,Liquiçá,Liquiçá,902,Dato,90203,90203071
2244,Liquiçá,Liquiçá,902,Dato,90203,90203081
2245,Liquiçá,Liquiçá,902,Dato,90203,90203091
2246,Liquiçá,Liquiçá,902,Açumanu,90201,90201012
2247,Liquiçá,Liquiçá,902,Açumanu,90201,90201022
2248,Liquiçá,Liquiçá,902,Darulete,90202,90202012
2249,Liquiçá,Liquiçá,902,Darulete,90202,90202032
2250,Liquiçá,Liquiçá,902,Hatuquessi,90204,90204012
2251,Liquiçá,Liquiçá,902,Hatuquessi,90204,90204022
2252,Liquiçá,Liquiçá,902,Hatuquessi,90204,90204042
2253,Liquiçá,Liquiçá,902,Leotala,90205,90205042
2254,Liquiçá,Liquiçá,902,Leotala,90205,90205022
2255,Liquiçá,Liquiçá,902,Leotala,90205,90205032
2256,Liquiçá,Liquiçá,902,Loidahar,90206,90206012
2257,Liquiçá,Liquiçá,902,Loidahar,90206,90206022
2258,Liquiçá,Liquiçá,902,Loidahar,90206,90206032
2259,Liquiçá,Liquiçá,902,Loidahar,90206,90206042
2260,Liquiçá,Liquiçá,902,Luculai,90207,90207012
2261,Liquiçá,Maubara,903,Gugleur,90301,90301012
2262,Liquiçá,Maubara,903,Gugleur,90301,90301022
2263,Liquiçá,Maubara,903,Gugleur,90301,90301032
2264,Liquiçá,Maubara,903,Gugleur,90301,90301042
2265,Liquiçá,Maubara,903,Gugleur,90301,90301052
2266,Liquiçá,Maubara,903,Gugleur,90301,90301072
2267,Liquiçá,Maubara,903,Guiço,90302,90302012
2268,Liquiçá,Maubara,903,Guiço,90302,90302022
2269,Liquiçá,Maubara,903,Guiço,90302,90302032
2270,Liquiçá,Maubara,903,Lissadila,90303,90303012
2271,Liquiçá,Maubara,903,Lissadila,90303,90303022
2272,Liquiçá,Maubara,903,Lissadila,90303,90303032
2273,Liquiçá,Maubara,903,Lissadila,90303,90303042
2274,Liquiçá,Maubara,903,Lissadila,90303,90303082
2275,Liquiçá,Maubara,903,Lissadila,90303,90303062
2276,Liquiçá,Maubara,903,Lissadila,90303,90303072
2277,Liquiçá,Maubara,903,Maubaralisa,90304,90304012
2278,Liquiçá,Maubara,903,Maubaralisa,90304,90304022
2279,Liquiçá,Maubara,903,Vatuboro,90305,90305012
2280,Liquiçá,Maubara,903,Vatuboro,90305,90305022
2281,Liquiçá,Maubara,903,Vatuboro,90305,90305032
2282,Liquiçá,Maubara,903,Vatuboro,90305,90305042
2283,Liquiçá,Maubara,903,Vatuboro,90305,90305062
2284,Liquiçá,Maubara,903,Vatuvou,90306,90306012
2285,Liquiçá,Maubara,903,Vatuvou,90306,90306022
2286,Liquiçá,Maubara,903,Vatuvou,90306,90306032
2287,Liquiçá,Maubara,903,Vatuvou,90306,90306042
2288,Liquiçá,Maubara,903,Vatuvou,90306,90306052
2289,Liquiçá,Maubara,903,Vatuvou,90306,90306062
2290,Liquiçá,Maubara,903,Vatuvou,90306,90306072
2291,Liquiçá,Maubara,903,Vatuvou,90306,90306082
2292,Liquiçá,Maubara,903,Vatuvou,90306,90306092
2293,Liquiçá,Maubara,903,Vaviquinia,90307,90307012
2294,Liquiçá,Maubara,903,Vaviquinia,90307,90307022
2295,Liquiçá,Maubara,903,Maubaralisa,90304,90304042
2296,Liquiçá,Maubara,903,Vaviquinia,90307,90307032
2297,Liquiçá,Bazartete,901,Tibar,90108,90108012
2298,Liquiçá,Bazartete,901,Tibar,90108,90108042
2299,Liquiçá,Bazartete,901,Tibar,90108,90108032
2300,Liquiçá,Bazartete,901,Tibar,90108,90108022
2301,Liquiçá,Bazartete,901,Tibar,90108,90108052
2302,Bobonaro,Bobonaro,403,Ilat-Laun,40307,40307032
2303,Bobonaro,Cailaco,404,Raiheu,40408,40408012
2304,Aileu,Aileu Vila,101,Lahae,10106,10106022
2305,Lautém,Tutuala,805,Tutuala,80502,80502052
2306,Manatuto,Laclubar,1003,Fatumaquerec,100302,100302032
2307,Viqueque,Uatucarbau,1304,Bahatata,130402,130402032
2308,Baucau,Laga,303,Libagua,30302,30302022
2309,Lautém,Iliomar,801,Tirilolo,80106,80106022
2310,Covalima,Suai,505,Beco,50501,50501062
2311,Covalima,Suai,505,Debos,50503,50503161
2312,Covalima,Zumalai,507,Lour,50703,50703052
2313,Covalima,Zumalai,507,Lour,50703,50703032
2314,Covalima,Zumalai,507,Zulo,50708,50708062
2315,Covalima,Zumalai,507,Zulo,50708,50708052
2316,Covalima,Zumalai,507,Lour,50703,50703022
2317,Covalima,Zumalai,507,Lour,50703,50703042
2318,Covalima,Zumalai,507,Lour,50703,50703062
2319,Covalima,Maucatar,504,Holpilat,50402,50402012
2320,Covalima,Maucatar,504,Holpilat,50402,50402052
2321,Covalima,Maucatar,504,Ogues,50404,50404012
2322,Covalima,Maucatar,504,Ogues,50404,50404052
2323,Covalima,Zumalai,507,Fatuleto,50701,50701012
2324,Covalima,Zumalai,507,Fatuleto,50701,50701032
2325,Viqueque,Viqueque,1305,Bibileo,130502,130502062
2326,Viqueque,Viqueque,1305,Bibileo,130502,130502072
2327,Viqueque,Viqueque,1305,Maluru,130506,130506022
2328,Viqueque,Viqueque,1305,Uma Uain Leten,130510,130510032
2329,Viqueque,Viqueque,1305,Uma Uain Leten,130510,130510042
2330,Viqueque,Uato-Lari,1303,Makadique,130303,130303092
2331,Viqueque,Uato-Lari,1303,Makadique,130303,130303102
2332,Viqueque,Uato-Lari,1303,Makadique,130303,130303112
2333,Viqueque,Uato-Lari,1303,Makadique,130303,130303132
2334,Viqueque,Uato-Lari,1303,Makadique,130303,130303122
2335,Viqueque,Uato-Lari,1303,Matahoi,130304,130304082
2336,Viqueque,Uato-Lari,1303,Matahoi,130304,130304092
2337,Viqueque,Ossu,1302,Ossorua,130205,130205032
2338,Viqueque,Ossu,1302,Ossorua,130205,130205012
2339,Viqueque,Ossu,1302,Ossorua,130205,130205052
2340,Bobonaro,Maliana,406,Raifun,40604,40604032
2341,Bobonaro,Maliana,406,Raifun,40604,40604042
2342,Manatuto,Manatuto,1005,Ailili,100501,100501021
2343,Bobonaro,Cailaco,404,Atudara,40401,40401032
2344,Bobonaro,Balibo,402,Sanirin,40206,40206042
2345,Bobonaro,Balibo,402,Sanirin,40206,40206032
2346,Ermera,Ermera,702,Lauala,70203,70203052
2347,Ermera,Ermera,702,Riheu,70209,70209072
2348,Bobonaro,Balibo,402,Leolima,40205,40205012
2349,Bobonaro,Lolotoe,405,Deudet,40501,40501012
2350,Bobonaro,Lolotoe,405,Lupal,40506,40506042
