Number,district_n,subdistr,statistics,suco_name,stat_sucoc,ea_codes
476,Manufahi,Same,1103,Holarua,110305,110305022
477,Manufahi,Same,1103,Holarua,110305,110305032
478,Manufahi,Same,1103,Holarua,110305,110305042
479,Manufahi,Same,1103,Holarua,110305,110305052
480,Manufahi,Same,1103,Holarua,110305,110305062
481,Manufahi,Same,1103,Holarua,110305,110305072
482,Manufahi,Same,1103,Holarua,110305,110305082
483,Manufahi,Same,1103,Holarua,110305,110305092
484,Manufahi,Same,1103,Holarua,110305,110305102
485,Manufahi,Same,1103,Holarua,110305,110305112
486,Manufahi,Same,1103,Holarua,110305,110305132
487,Manufahi,Same,1103,Holarua,110305,110305142
488,Manufahi,Same,1103,Tutuluro,110308,110308012
489,Manufahi,Turiscai,1104,Mindelo,110410,110410022
490,Manufahi,Same,1103,Tutuluro,110308,110308022
491,Manufahi,Same,1103,Tutuluro,110308,110308042
492,Manufahi,Same,1103,Letefoho,110306,110306012
493,Manufahi,Same,1103,Letefoho,110306,110306022
494,Manufahi,Same,1103,Letefoho,110306,110306031
495,Manufahi,Same,1103,Letefoho,110306,110306041
496,Manufahi,Same,1103,Letefoho,110306,110306051
497,Manufahi,Same,1103,Letefoho,110306,110306061
498,Manufahi,Same,1103,Letefoho,110306,110306071
499,Manufahi,Same,1103,Letefoho,110306,110306081
500,Manufahi,Same,1103,Letefoho,110306,110306091
501,Manufahi,Same,1103,Letefoho,110306,110306101
502,Manufahi,Same,1103,Letefoho,110306,110306112
503,Manufahi,Same,1103,Letefoho,110306,110306121
504,Manufahi,Same,1103,Babulo,110301,110301012
505,Manufahi,Same,1103,Babulo,110301,110301021
506,Manufahi,Same,1103,Babulo,110301,110301031
507,Manufahi,Same,1103,Babulo,110301,110301042
508,Manufahi,Same,1103,Babulo,110301,110301062
509,Manufahi,Same,1103,Dai-Sua,110303,110303012
510,Manufahi,Same,1103,Dai-Sua,110303,110303022
511,Manufahi,Same,1103,Dai-Sua,110303,110303032
512,Manufahi,Same,1103,Dai-Sua,110303,110303042
513,Manufahi,Same,1103,Dai-Sua,110303,110303052
514,Manufahi,Same,1103,Rotuto,110307,110307012
515,Manufahi,Same,1103,Rotuto,110307,110307022
516,Manufahi,Same,1103,Grotu,110304,110304012
517,Manufahi,Same,1103,Grotu,110304,110304022
518,Manufahi,Same,1103,Betano,110302,110302012
519,Manufahi,Same,1103,Betano,110302,110302022
520,Manufahi,Same,1103,Betano,110302,110302032
521,Manufahi,Same,1103,Betano,110302,110302042
522,Manufahi,Same,1103,Betano,110302,110302052
523,Manufahi,Same,1103,Betano,110302,110302062
524,Manufahi,Same,1103,Betano,110302,110302072
525,Manufahi,Fatuberlio,1102,Caicassa,110202,110202022
526,Manufahi,Fatuberlio,1102,Caicassa,110202,110202032
527,Manufahi,Fatuberlio,1102,Caicassa,110202,110202012
528,Manufahi,Fatuberlio,1102,Bubussuso,110201,110201012
529,Manufahi,Fatuberlio,1102,Bubussuso,110201,110201032
530,Manufahi,Fatuberlio,1102,Clacuc,110203,110203012
531,Manufahi,Fatuberlio,1102,Clacuc,110203,110203022
532,Manufahi,Fatuberlio,1102,Clacuc,110203,110203032
533,Manufahi,Fatuberlio,1102,Clacuc,110203,110203042
534,Manufahi,Fatuberlio,1102,Fahinehan,110204,110204012
535,Manufahi,Fatuberlio,1102,Fahinehan,110204,110204032
536,Manufahi,Fatuberlio,1102,Fatukahi,110205,110205012
537,Manufahi,Alas,1101,Aituha,110101,110101022
538,Manufahi,Alas,1101,Taitudac,110104,110104012
539,Manufahi,Alas,1101,Taitudac,110104,110104022
540,Manufahi,Alas,1101,Taitudac,110104,110104032
541,Manufahi,Alas,1101,Taitudac,110104,110104042
542,Manufahi,Alas,1101,Dotik,110102,110102012
543,Manufahi,Alas,1101,Dotik,110102,110102022
544,Manufahi,Alas,1101,Dotik,110102,110102032
545,Manufahi,Alas,1101,Dotik,110102,110102052
546,Manufahi,Alas,1101,Uma Berloic,110105,110105012
547,Manufahi,Alas,1101,Uma Berloic,110105,110105022
548,Manufahi,Alas,1101,Mahaquidan,110103,110103012
549,Manufahi,Alas,1101,Mahaquidan,110103,110103022
550,Manufahi,Alas,1101,Mahaquidan,110103,110103032
551,Oecusse,Nitibe,1201,Lelaufe,120103,120103062
552,Oecusse,Oesilo,1202,Bobometo,120201,120201152
553,Oecusse,Pante Macassar,1203,Cunha,120303,120303082
554,Oecusse,Passabe,1204,Abani,120401,120401172
555,Oecusse,Nitibe,1201,Beneufe,120102,120102082
556,Oecusse,Nitibe,1201,Suniufe,120104,120104052
557,Oecusse,Nitibe,1201,Usitaco,120105,120105022
558,Oecusse,Nitibe,1201,Banafi,120101,120101032
559,Oecusse,Oesilo,1202,Usitasae,120203,120203022
560,Oecusse,Oesilo,1202,Usitaqueno,120202,120202022
561,Oecusse,Passabe,1204,Malelat,120402,120402042
562,Oecusse,Pante Macassar,1203,Taiboco,120308,120308152
563,Oecusse,Pante Macassar,1203,Lifau,120305,120305012
564,Oecusse,Pante Macassar,1203,Nipane,120307,120307012
565,Oecusse,Pante Macassar,1203,Naimeco,120306,120306082
566,Oecusse,Pante Macassar,1203,Costa,120302,120302221
567,Oecusse,Pante Macassar,1203,Bobocase,120301,120301072
568,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304012
569,Oecusse,Nitibe,1201,Banafi,120101,120101012
570,Oecusse,Nitibe,1201,Banafi,120101,120101022
571,Oecusse,Nitibe,1201,Banafi,120101,120101042
572,Oecusse,Nitibe,1201,Banafi,120101,120101052
573,Oecusse,Nitibe,1201,Beneufe,120102,120102092
574,Oecusse,Nitibe,1201,Beneufe,120102,120102032
575,Oecusse,Nitibe,1201,Beneufe,120102,120102012
576,Oecusse,Nitibe,1201,Beneufe,120102,120102022
577,Oecusse,Nitibe,1201,Beneufe,120102,120102042
578,Oecusse,Nitibe,1201,Beneufe,120102,120102052
579,Oecusse,Nitibe,1201,Beneufe,120102,120102062
580,Oecusse,Nitibe,1201,Beneufe,120102,120102072
581,Oecusse,Nitibe,1201,Lelaufe,120103,120103012
582,Oecusse,Nitibe,1201,Lelaufe,120103,120103022
583,Oecusse,Nitibe,1201,Lelaufe,120103,120103032
584,Oecusse,Nitibe,1201,Lelaufe,120103,120103042
585,Oecusse,Nitibe,1201,Lelaufe,120103,120103052
586,Oecusse,Nitibe,1201,Lelaufe,120103,120103072
587,Oecusse,Nitibe,1201,Lelaufe,120103,120103082
588,Oecusse,Nitibe,1201,Lelaufe,120103,120103092
589,Oecusse,Nitibe,1201,Lelaufe,120103,120103102
590,Oecusse,Nitibe,1201,Lelaufe,120103,120103112
591,Oecusse,Nitibe,1201,Suniufe,120104,120104012
592,Oecusse,Nitibe,1201,Suniufe,120104,120104022
593,Oecusse,Nitibe,1201,Suniufe,120104,120104032
594,Oecusse,Nitibe,1201,Suniufe,120104,120104042
595,Oecusse,Nitibe,1201,Suniufe,120104,120104062
596,Oecusse,Nitibe,1201,Usitaco,120105,120105012
597,Oecusse,Nitibe,1201,Usitaco,120105,120105052
598,Oecusse,Nitibe,1201,Usitaco,120105,120105062
599,Oecusse,Nitibe,1201,Usitaco,120105,120105032
600,Oecusse,Nitibe,1201,Usitaco,120105,120105042
601,Oecusse,Oesilo,1202,Usitaqueno,120202,120202012
602,Oecusse,Oesilo,1202,Usitaqueno,120202,120202032
603,Oecusse,Oesilo,1202,Usitaqueno,120202,120202042
604,Oecusse,Oesilo,1202,Bobometo,120201,120201012
605,Oecusse,Oesilo,1202,Bobometo,120201,120201022
606,Oecusse,Oesilo,1202,Bobometo,120201,120201202
607,Oecusse,Oesilo,1202,Bobometo,120201,120201222
608,Oecusse,Oesilo,1202,Bobometo,120201,120201212
609,Oecusse,Oesilo,1202,Bobometo,120201,120201182
610,Oecusse,Oesilo,1202,Bobometo,120201,120201192
611,Oecusse,Oesilo,1202,Bobometo,120201,120201162
612,Oecusse,Oesilo,1202,Bobometo,120201,120201172
613,Oecusse,Oesilo,1202,Bobometo,120201,120201112
614,Oecusse,Oesilo,1202,Bobometo,120201,120201102
615,Oecusse,Oesilo,1202,Bobometo,120201,120201062
616,Oecusse,Oesilo,1202,Bobometo,120201,120201042
617,Oecusse,Oesilo,1202,Bobometo,120201,120201052
618,Oecusse,Oesilo,1202,Bobometo,120201,120201032
619,Oecusse,Oesilo,1202,Bobometo,120201,120201072
620,Oecusse,Oesilo,1202,Bobometo,120201,120201082
621,Oecusse,Oesilo,1202,Bobometo,120201,120201092
622,Oecusse,Oesilo,1202,Bobometo,120201,120201122
623,Oecusse,Oesilo,1202,Bobometo,120201,120201132
624,Oecusse,Oesilo,1202,Bobometo,120201,120201142
625,Oecusse,Oesilo,1202,Usitasae,120203,120203102
626,Oecusse,Oesilo,1202,Usitasae,120203,120203082
627,Oecusse,Oesilo,1202,Usitasae,120203,120203072
628,Oecusse,Oesilo,1202,Usitasae,120203,120203042
629,Oecusse,Oesilo,1202,Usitasae,120203,120203032
630,Oecusse,Oesilo,1202,Usitasae,120203,120203012
631,Oecusse,Oesilo,1202,Usitasae,120203,120203052
632,Oecusse,Oesilo,1202,Usitasae,120203,120203092
633,Oecusse,Oesilo,1202,Usitasae,120203,120203062
634,Oecusse,Pante Macassar,1203,Bobocase,120301,120301012
635,Oecusse,Pante Macassar,1203,Bobocase,120301,120301022
636,Oecusse,Pante Macassar,1203,Bobocase,120301,120301032
637,Oecusse,Pante Macassar,1203,Bobocase,120301,120301042
638,Oecusse,Pante Macassar,1203,Bobocase,120301,120301052
639,Oecusse,Pante Macassar,1203,Bobocase,120301,120301062
640,Oecusse,Pante Macassar,1203,Bobocase,120301,120301082
641,Oecusse,Pante Macassar,1203,Bobocase,120301,120301092
642,Oecusse,Pante Macassar,1203,Costa,120302,120302242
643,Oecusse,Pante Macassar,1203,Costa,120302,120302252
644,Oecusse,Pante Macassar,1203,Costa,120302,120302272
645,Oecusse,Pante Macassar,1203,Costa,120302,120302282
646,Oecusse,Pante Macassar,1203,Costa,120302,120302161
647,Oecusse,Pante Macassar,1203,Costa,120302,120302211
648,Oecusse,Pante Macassar,1203,Costa,120302,120302201
649,Oecusse,Pante Macassar,1203,Costa,120302,120302011
650,Oecusse,Pante Macassar,1203,Costa,120302,120302031
651,Oecusse,Pante Macassar,1203,Costa,120302,120302081
652,Oecusse,Pante Macassar,1203,Cunha,120303,120303022
653,Oecusse,Pante Macassar,1203,Cunha,120303,120303012
654,Oecusse,Pante Macassar,1203,Cunha,120303,120303032
655,Oecusse,Pante Macassar,1203,Cunha,120303,120303062
656,Oecusse,Pante Macassar,1203,Cunha,120303,120303042
657,Oecusse,Pante Macassar,1203,Cunha,120303,120303052
658,Oecusse,Pante Macassar,1203,Cunha,120303,120303072
659,Oecusse,Pante Macassar,1203,Cunha,120303,120303102
660,Oecusse,Pante Macassar,1203,Cunha,120303,120303092
661,Oecusse,Pante Macassar,1203,Cunha,120303,120303122
662,Oecusse,Pante Macassar,1203,Cunha,120303,120303112
663,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304022
664,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304032
665,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304042
666,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304052
667,Oecusse,Pante Macassar,1203,Lalisuc,120304,120304062
668,Oecusse,Pante Macassar,1203,Lifau,120305,120305022
669,Oecusse,Pante Macassar,1203,Lifau,120305,120305032
670,Oecusse,Pante Macassar,1203,Lifau,120305,120305042
671,Oecusse,Pante Macassar,1203,Lifau,120305,120305052
672,Oecusse,Pante Macassar,1203,Lifau,120305,120305062
673,Oecusse,Pante Macassar,1203,Naimeco,120306,120306012
674,Oecusse,Pante Macassar,1203,Naimeco,120306,120306022
675,Oecusse,Pante Macassar,1203,Naimeco,120306,120306032
676,Oecusse,Pante Macassar,1203,Naimeco,120306,120306042
677,Oecusse,Pante Macassar,1203,Naimeco,120306,120306052
678,Oecusse,Pante Macassar,1203,Naimeco,120306,120306062
679,Oecusse,Pante Macassar,1203,Naimeco,120306,120306072
680,Oecusse,Pante Macassar,1203,Naimeco,120306,120306092
681,Oecusse,Pante Macassar,1203,Naimeco,120306,120306102
682,Oecusse,Pante Macassar,1203,Naimeco,120306,120306112
683,Oecusse,Pante Macassar,1203,Naimeco,120306,120306122
684,Oecusse,Pante Macassar,1203,Nipane,120307,120307022
685,Oecusse,Pante Macassar,1203,Nipane,120307,120307032
686,Oecusse,Pante Macassar,1203,Nipane,120307,120307042
687,Oecusse,Pante Macassar,1203,Nipane,120307,120307052
688,Oecusse,Pante Macassar,1203,Taiboco,120308,120308012
689,Oecusse,Pante Macassar,1203,Taiboco,120308,120308022
690,Oecusse,Pante Macassar,1203,Taiboco,120308,120308032
691,Oecusse,Pante Macassar,1203,Taiboco,120308,120308172
692,Oecusse,Pante Macassar,1203,Taiboco,120308,120308162
693,Oecusse,Pante Macassar,1203,Taiboco,120308,120308112
694,Oecusse,Pante Macassar,1203,Taiboco,120308,120308102
695,Oecusse,Pante Macassar,1203,Taiboco,120308,120308122
696,Oecusse,Pante Macassar,1203,Taiboco,120308,120308042
697,Oecusse,Pante Macassar,1203,Taiboco,120308,120308092
698,Oecusse,Pante Macassar,1203,Taiboco,120308,120308082
699,Oecusse,Pante Macassar,1203,Taiboco,120308,120308052
700,Oecusse,Pante Macassar,1203,Taiboco,120308,120308062
701,Oecusse,Pante Macassar,1203,Taiboco,120308,120308072
702,Oecusse,Pante Macassar,1203,Taiboco,120308,120308142
703,Oecusse,Pante Macassar,1203,Taiboco,120308,120308132
704,Oecusse,Passabe,1204,Abani,120401,120401042
705,Oecusse,Passabe,1204,Abani,120401,120401032
706,Oecusse,Passabe,1204,Abani,120401,120401052
707,Oecusse,Passabe,1204,Abani,120401,120401152
708,Oecusse,Passabe,1204,Abani,120401,120401102
709,Oecusse,Passabe,1204,Abani,120401,120401092
710,Oecusse,Passabe,1204,Abani,120401,120401082
711,Oecusse,Passabe,1204,Abani,120401,120401012
712,Oecusse,Passabe,1204,Abani,120401,120401022
713,Oecusse,Passabe,1204,Abani,120401,120401062
714,Oecusse,Passabe,1204,Abani,120401,120401072
715,Oecusse,Passabe,1204,Abani,120401,120401112
716,Oecusse,Passabe,1204,Abani,120401,120401122
717,Oecusse,Passabe,1204,Abani,120401,120401132
718,Oecusse,Passabe,1204,Abani,120401,120401142
719,Oecusse,Passabe,1204,Abani,120401,120401162
720,Oecusse,Passabe,1204,Malelat,120402,120402012
721,Oecusse,Passabe,1204,Malelat,120402,120402022
722,Oecusse,Passabe,1204,Malelat,120402,120402032
723,Oecusse,Passabe,1204,Malelat,120402,120402052
724,Viqueque,Lacluta,1301,Ahic,130101,130101032
725,Viqueque,Ossu,1302,Ossorua,130205,130205042
726,Viqueque,Viqueque,1305,Caraubalo,130503,130503132
727,Viqueque,Viqueque,1305,Luca,130505,130505052
728,Viqueque,Viqueque,1305,Bahalarauain,130501,130501012
729,Viqueque,Viqueque,1305,Uma Quic,130508,130508042
730,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509072
731,Viqueque,Viqueque,1305,Maluru,130506,130506012
732,Viqueque,Viqueque,1305,Fatudere,130504,130504012
733,Viqueque,Uato-Lari,1303,Uaitame,130305,130305012
734,Viqueque,Uato-Lari,1303,Vessoru,130306,130306052
735,Viqueque,Uato-Lari,1303,Babulo,130302,130302092
736,Viqueque,Uatucarbau,1304,Uani Uma,130406,130406042
737,Viqueque,Uatucarbau,1304,Afaloicai,130401,130401022
738,Viqueque,Uatucarbau,1304,Loi Ulo,130405,130405022
739,Viqueque,Uatucarbau,1304,Irabin De Baixo,130403,130403012
740,Viqueque,Lacluta,1301,Laline,130103,130103032
741,Viqueque,Lacluta,1301,Dilor,130102,130102092
742,Viqueque,Lacluta,1301,Uma Tolu,130104,130104012
743,Viqueque,Ossu,1302,Liaruca,130202,130202052
744,Viqueque,Ossu,1302,Builale,130201,130201012
745,Viqueque,Ossu,1302,Ossu De Cima,130206,130206012
746,Viqueque,Ossu,1302,Loi-Huno,130203,130203022
747,Viqueque,Ossu,1302,Uaibobo,130209,130209022
748,Viqueque,Ossu,1302,Nahareca,130204,130204042
749,Viqueque,Ossu,1302,Uabubo,130207,130207012
750,Viqueque,Lacluta,1301,Ahic,130101,130101012
751,Viqueque,Lacluta,1301,Ahic,130101,130101022
752,Viqueque,Lacluta,1301,Dilor,130102,130102012
753,Viqueque,Lacluta,1301,Dilor,130102,130102022
754,Viqueque,Lacluta,1301,Dilor,130102,130102032
755,Viqueque,Lacluta,1301,Dilor,130102,130102042
756,Viqueque,Lacluta,1301,Dilor,130102,130102052
757,Viqueque,Lacluta,1301,Dilor,130102,130102062
758,Viqueque,Lacluta,1301,Dilor,130102,130102072
759,Viqueque,Lacluta,1301,Dilor,130102,130102082
760,Viqueque,Lacluta,1301,Laline,130103,130103012
761,Viqueque,Lacluta,1301,Laline,130103,130103022
762,Viqueque,Lacluta,1301,Uma Tolu,130104,130104022
763,Viqueque,Lacluta,1301,Uma Tolu,130104,130104032
764,Viqueque,Ossu,1302,Liaruca,130202,130202012
765,Viqueque,Ossu,1302,Liaruca,130202,130202022
766,Viqueque,Ossu,1302,Liaruca,130202,130202032
767,Viqueque,Ossu,1302,Liaruca,130202,130202042
768,Viqueque,Ossu,1302,Loi-Huno,130203,130203012
769,Viqueque,Ossu,1302,Loi-Huno,130203,130203032
770,Viqueque,Ossu,1302,Loi-Huno,130203,130203042
771,Viqueque,Ossu,1302,Nahareca,130204,130204012
772,Viqueque,Ossu,1302,Nahareca,130204,130204022
773,Viqueque,Ossu,1302,Nahareca,130204,130204032
774,Viqueque,Ossu,1302,Ossorua,130205,130205022
775,Viqueque,Ossu,1302,Ossu De Cima,130206,130206022
776,Viqueque,Ossu,1302,Ossu De Cima,130206,130206032
777,Viqueque,Ossu,1302,Ossu De Cima,130206,130206042
778,Viqueque,Ossu,1302,Ossu De Cima,130206,130206052
779,Viqueque,Ossu,1302,Ossu De Cima,130206,130206062
780,Viqueque,Ossu,1302,Ossu De Cima,130206,130206072
781,Viqueque,Ossu,1302,Ossu De Cima,130206,130206082
782,Viqueque,Ossu,1302,Ossu De Cima,130206,130206092
783,Viqueque,Ossu,1302,Ossu De Cima,130206,130206102
784,Viqueque,Ossu,1302,Ossu De Cima,130206,130206112
785,Viqueque,Ossu,1302,Uabubo,130207,130207022
786,Viqueque,Ossu,1302,Uabubo,130207,130207032
787,Viqueque,Ossu,1302,Uaguia,130208,130208012
788,Viqueque,Ossu,1302,Uaguia,130208,130208022
789,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301012
790,Viqueque,Ossu,1302,Uaibobo,130209,130209012
791,Viqueque,Uatucarbau,1304,Afaloicai,130401,130401012
792,Viqueque,Uatucarbau,1304,Afaloicai,130401,130401032
793,Viqueque,Uatucarbau,1304,Afaloicai,130401,130401042
794,Viqueque,Uatucarbau,1304,Bahatata,130402,130402012
795,Viqueque,Uatucarbau,1304,Bahatata,130402,130402022
796,Viqueque,Uatucarbau,1304,Irabin De Baixo,130403,130403022
797,Viqueque,Uatucarbau,1304,Irabin De Baixo,130403,130403032
798,Viqueque,Uatucarbau,1304,Irabin De Baixo,130403,130403042
799,Viqueque,Uatucarbau,1304,Irabin De Baixo,130403,130403052
800,Viqueque,Uatucarbau,1304,Irabin De Cima,130404,130404012
801,Viqueque,Uatucarbau,1304,Irabin De Cima,130404,130404022
802,Viqueque,Uatucarbau,1304,Loi Ulo,130405,130405012
803,Viqueque,Uatucarbau,1304,Uani Uma,130406,130406012
804,Viqueque,Uatucarbau,1304,Uani Uma,130406,130406022
805,Viqueque,Uatucarbau,1304,Uani Uma,130406,130406032
806,Viqueque,Viqueque,1305,Bahalarauain,130501,130501022
807,Viqueque,Viqueque,1305,Bahalarauain,130501,130501032
808,Viqueque,Viqueque,1305,Bahalarauain,130501,130501042
809,Viqueque,Viqueque,1305,Bahalarauain,130501,130501082
810,Viqueque,Viqueque,1305,Bahalarauain,130501,130501052
811,Viqueque,Viqueque,1305,Bahalarauain,130501,130501062
812,Viqueque,Viqueque,1305,Bibileo,130502,130502012
813,Viqueque,Viqueque,1305,Bibileo,130502,130502022
814,Viqueque,Viqueque,1305,Bibileo,130502,130502032
815,Viqueque,Viqueque,1305,Bibileo,130502,130502042
816,Viqueque,Viqueque,1305,Bibileo,130502,130502052
817,Viqueque,Viqueque,1305,Caraubalo,130503,130503011
818,Viqueque,Viqueque,1305,Caraubalo,130503,130503021
819,Viqueque,Viqueque,1305,Caraubalo,130503,130503031
820,Viqueque,Viqueque,1305,Caraubalo,130503,130503041
821,Viqueque,Viqueque,1305,Caraubalo,130503,130503051
822,Viqueque,Viqueque,1305,Caraubalo,130503,130503061
823,Viqueque,Viqueque,1305,Caraubalo,130503,130503071
824,Viqueque,Viqueque,1305,Caraubalo,130503,130503081
825,Viqueque,Viqueque,1305,Caraubalo,130503,130503091
826,Viqueque,Viqueque,1305,Caraubalo,130503,130503101
827,Viqueque,Viqueque,1305,Caraubalo,130503,130503111
828,Viqueque,Viqueque,1305,Caraubalo,130503,130503121
829,Viqueque,Viqueque,1305,Luca,130505,130505022
830,Viqueque,Viqueque,1305,Luca,130505,130505012
831,Viqueque,Viqueque,1305,Luca,130505,130505032
832,Viqueque,Viqueque,1305,Luca,130505,130505042
833,Viqueque,Viqueque,1305,Luca,130505,130505062
834,Viqueque,Viqueque,1305,Luca,130505,130505072
835,Viqueque,Viqueque,1305,Uai-Mori,130507,130507032
836,Viqueque,Viqueque,1305,Uai-Mori,130507,130507022
837,Viqueque,Viqueque,1305,Uai-Mori,130507,130507012
838,Viqueque,Viqueque,1305,Uai-Mori,130507,130507042
839,Viqueque,Viqueque,1305,Uai-Mori,130507,130507052
840,Viqueque,Viqueque,1305,Uma Quic,130508,130508012
841,Viqueque,Viqueque,1305,Uma Quic,130508,130508022
842,Viqueque,Viqueque,1305,Uma Quic,130508,130508032
843,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509042
844,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509062
845,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509012
846,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509052
847,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509022
848,Viqueque,Viqueque,1305,Uma Uain Craic,130509,130509032
849,Viqueque,Viqueque,1305,Uma Uain Leten,130510,130510012
850,Viqueque,Viqueque,1305,Uma Uain Leten,130510,130510022
851,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301022
852,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301032
853,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301042
854,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301052
855,Viqueque,Uato-Lari,1303,Afaloicai,130301,130301062
856,Viqueque,Uato-Lari,1303,Babulo,130302,130302072
857,Viqueque,Uato-Lari,1303,Babulo,130302,130302062
858,Viqueque,Uato-Lari,1303,Babulo,130302,130302082
859,Viqueque,Uato-Lari,1303,Babulo,130302,130302012
860,Viqueque,Uato-Lari,1303,Babulo,130302,130302022
861,Viqueque,Uato-Lari,1303,Babulo,130302,130302032
862,Viqueque,Uato-Lari,1303,Babulo,130302,130302052
863,Viqueque,Uato-Lari,1303,Babulo,130302,130302042
864,Viqueque,Uato-Lari,1303,Makadique,130303,130303082
865,Viqueque,Uato-Lari,1303,Makadique,130303,130303072
866,Viqueque,Uato-Lari,1303,Makadique,130303,130303062
867,Viqueque,Uato-Lari,1303,Makadique,130303,130303052
868,Viqueque,Uato-Lari,1303,Makadique,130303,130303042
869,Viqueque,Uato-Lari,1303,Makadique,130303,130303032
870,Viqueque,Uato-Lari,1303,Makadique,130303,130303022
871,Viqueque,Uato-Lari,1303,Makadique,130303,130303012
872,Viqueque,Uato-Lari,1303,Matahoi,130304,130304022
873,Viqueque,Uato-Lari,1303,Matahoi,130304,130304012
874,Viqueque,Uato-Lari,1303,Matahoi,130304,130304042
875,Viqueque,Uato-Lari,1303,Matahoi,130304,130304032
876,Viqueque,Uato-Lari,1303,Matahoi,130304,130304052
877,Viqueque,Uato-Lari,1303,Matahoi,130304,130304062
878,Viqueque,Uato-Lari,1303,Matahoi,130304,130304072
879,Viqueque,Uato-Lari,1303,Uaitame,130305,130305022
880,Viqueque,Uato-Lari,1303,Uaitame,130305,130305042
881,Viqueque,Uato-Lari,1303,Uaitame,130305,130305052
882,Viqueque,Uato-Lari,1303,Uaitame,130305,130305032
883,Viqueque,Uato-Lari,1303,Vessoru,130306,130306012
884,Viqueque,Uato-Lari,1303,Vessoru,130306,130306022
885,Viqueque,Uato-Lari,1303,Vessoru,130306,130306032
886,Viqueque,Uato-Lari,1303,Vessoru,130306,130306062
887,Viqueque,Uato-Lari,1303,Vessoru,130306,130306072
888,Viqueque,Uato-Lari,1303,Vessoru,130306,130306042
889,Viqueque,Ossu,1302,Builale,130201,130201042
890,Viqueque,Ossu,1302,Builale,130201,130201052
891,Viqueque,Ossu,1302,Builale,130201,130201032
892,Viqueque,Ossu,1302,Builale,130201,130201022
893,Aileu,Aileu Vila,101,Suco Liurai,10111,10111082
894,Aileu,Laulara,102,Talitu,10204,10204012
895,Aileu,Lequidoe,103,Faturilau,10305,10305012
896,Aileu,Remexio,104,Tulataqueo,10408,10408022
897,Aileu,Aileu Vila,101,Seloi Craic,10109,10109012
898,Aileu,Aileu Vila,101,Seloi Malere,10110,10110082
899,Aileu,Aileu Vila,101,Aissirimou,10101,10101012
900,Aileu,Aileu Vila,101,Saboria,10108,10108012
901,Aileu,Aileu Vila,101,Fahiria,10103,10103012
902,Aileu,Aileu Vila,101,Fatubossa,10104,10104042
903,Aileu,Aileu Vila,101,Hoholau,10105,10105012
904,Aileu,Aileu Vila,101,Lauisi,10107,10107022
905,Aileu,Aileu Vila,101,Lahae,10106,10106012
906,Aileu,Aileu Vila,101,Bandudato,10102,10102032
907,Aileu,Laulara,102,Fatisi,10202,10202032
908,Aileu,Laulara,102,Tohumeta,10205,10205022
909,Aileu,Laulara,102,Madabeno,10203,10203022
910,Aileu,Laulara,102,Cotolau,10201,10201022
911,Aileu,Remexio,104,Fahisoi,10403,10403012
912,Aileu,Remexio,104,Maumeta,10406,10406022
913,Aileu,Remexio,104,Hautoho,10405,10405022
914,Aileu,Remexio,104,Fadabloco,10402,10402022
915,Aileu,Remexio,104,Faturasa,10404,10404022
916,Aileu,Remexio,104,Acumau,10401,10401022
917,Aileu,Remexio,104,Suco Liurai,10407,10407012
918,Aileu,Lequidoe,103,Manucassa,10306,10306022
919,Aileu,Lequidoe,103,Namolesso,10307,10307022
920,Aileu,Lequidoe,103,Acubilitoho,10301,10301032
921,Aileu,Lequidoe,103,Bereleu,10302,10302032
922,Aileu,Lequidoe,103,Betulau,10303,10303022
923,Aileu,Lequidoe,103,Fahisoi,10304,10304042
924,Aileu,Aileu Vila,101,Aissirimou,10101,10101022
925,Aileu,Aileu Vila,101,Aissirimou,10101,10101032
926,Aileu,Aileu Vila,101,Bandudato,10102,10102012
927,Aileu,Aileu Vila,101,Bandudato,10102,10102022
928,Aileu,Aileu Vila,101,Fahiria,10103,10103022
929,Aileu,Aileu Vila,101,Fahiria,10103,10103032
930,Aileu,Aileu Vila,101,Fatubossa,10104,10104012
931,Aileu,Aileu Vila,101,Fatubossa,10104,10104022
932,Aileu,Aileu Vila,101,Fatubossa,10104,10104032
933,Aileu,Aileu Vila,101,Hoholau,10105,10105022
934,Aileu,Aileu Vila,101,Hoholau,10105,10105032
935,Aileu,Aileu Vila,101,Lauisi,10107,10107012
936,Aileu,Aileu Vila,101,Lauisi,10107,10107032
937,Aileu,Aileu Vila,101,Saboria,10108,10108022
