lon,lat
125.1074121,-8.765322454
125.1182369,-8.928632944
125.4217453,-9.018727286
125.2405212,-8.917731917
125.1950247,-9.154096859
125.3068856,-9.003813358
125.2865537,-9.192189319
125.3083412,-9.123676169
125.2428507,-9.182893429
125.2134958,-9.10924924
125.2488989,-9.111745484
125.1972507,-9.077889224
125.1522535,-8.9747565
125.2466675,-9.009356301
125.2064052,-8.996654305
125.1837714,-8.962162066
125.3167897,-9.103340747
125.2477916,-9.080897222
125.3250192,-9.072539251
125.3476017,-9.070036727
125.3042023,-9.057384907
125.2687775,-9.062359181
125.2859618,-9.039303153
125.3300457,-9.046341254
125.3917646,-9.024875197
125.324033,-9.015568344
125.359059,-9.024547413
125.329354,-9.002687047
125.3282409,-8.97378258
125.3366551,-8.985754699
125.3731656,-9.009290923
125.3664799,-8.998997989
125.412708,-8.990164883
125.005296,-9.035638739
125.0849264,-8.984301333
125.0377326,-8.983196538
125.0005961,-8.946460288
125.1927467,-8.821579981
125.1391923,-8.837418653
125.1640339,-8.871832062
125.272144,-8.894970505
125.2743031,-8.881154157
125.2940075,-8.897431249
125.3096332,-8.91680525
125.2896796,-8.965682835
125.2421437,-8.94848427
124.9732935,-8.983447092
124.9929359,-8.970066016
124.9626407,-8.959572086
124.9852671,-8.957402264
124.9563338,-9.030489298
124.9784705,-9.009626989
125.0105977,-8.999105093
125.0256142,-9.008941469
125.0449375,-9.013425819
125.0712509,-9.015399574
125.0704735,-9.003562535
125.0621655,-8.992784158
125.0904214,-8.964178549
125.0677122,-8.882034558
125.0941925,-8.913633835
125.064423,-8.906372508
125.056728,-8.919026167
125.0827071,-8.930226313
125.1041681,-8.946749978
125.0531931,-8.937944185
125.0752465,-8.949392136
125.0583207,-8.961883923
125.0381354,-8.953835132
125.0453901,-8.972020296
125.0489409,-8.968949009
125.0246085,-8.966922657
125.0283518,-8.958516673
125.0171019,-8.929910357
125.0066496,-8.910482657
125.1326399,-8.861737159
125.1039949,-8.879676134
125.0995019,-8.851257015
125.0313075,-8.857482367
125.0564374,-8.840822513
125.0842008,-8.82865619
125.1058095,-8.805484786
125.1096005,-8.785653604
125.1077781,-8.745355623
125.1861012,-8.769348191
125.199457,-8.79895288
125.1855859,-8.834551667
125.1291287,-8.898868424
125.1759991,-8.850856793
125.147665,-8.767488612
125.1716186,-8.801213236
125.1406789,-8.795406285
125.16129,-8.811405306
125.1389539,-8.818602874
125.2297146,-8.782556445
125.242324,-8.802369339
125.2509781,-8.820239672
125.2451868,-8.831954834
125.2247173,-8.865210852
125.2488982,-8.862634595
125.2326816,-8.877118236
125.2034806,-8.878007385
125.2349464,-8.897135845
125.2454992,-8.934210132
125.2120887,-8.926235034
125.2440304,-8.96278225
125.2643047,-8.891969333
125.2757857,-8.90817921
125.3082074,-8.969598024
125.27783,-8.927281499
125.2970359,-8.924500939
125.3976325,-9.012625526
125.3650436,-9.042889659
125.3752583,-9.03005312
125.3711473,-9.021098242
125.3782438,-9.018545133
125.3615005,-9.104517974
125.342218,-9.119324644
125.3356361,-9.10170868
125.2953422,-9.071102553
125.277246,-9.107546697
125.3103758,-9.093636518
125.3425989,-9.087806081
125.3320158,-9.082268939
125.3573357,-9.084969536
125.3662286,-9.074629131
125.3626612,-9.059942278
125.3353138,-9.058220704
125.3144493,-9.067132828
125.313467,-9.048701039
125.2794236,-9.053552584
125.3031109,-9.022661848
125.3485379,-9.044674057
125.3123005,-9.030228304
125.31973,-9.038907558
125.3350252,-9.028869113
125.3353624,-9.014757269
125.3476672,-9.023145629
125.358333,-9.010772922
125.322516,-8.992366462
125.3201278,-8.98267069
125.3481192,-9.001945576
125.3828081,-9.00889361
125.3776245,-8.992111462
125.3803998,-9.001863226
125.3972937,-8.99932158
125.3911301,-8.987259965
125.3482503,-8.986860912
125.3328522,-8.994141697
125.3350077,-9.039141808
125.3113795,-9.039357415
125.2901219,-9.023385438
125.3212226,-9.027674135
125.3665286,-9.008842847
125.3021299,-9.083081375
125.2844866,-9.091495817
125.3372551,-9.10844861
125.2222714,-9.008381685
125.2106868,-9.002349082
125.2182334,-8.997548649
125.2204664,-8.994170432
125.2172131,-8.995332423
125.2165352,-8.991892754
125.1992863,-8.993285395
125.2117892,-8.990645424
125.206197,-8.991844611
125.2268888,-8.997379333
125.2329898,-8.992595329
125.2248267,-8.986702458
125.226109,-8.991562124
125.2218891,-8.990115883
125.2230048,-8.993389204
125.2018805,-8.987307791
125.2186004,-8.989375077
125.2160126,-8.985606184
125.211132,-8.987840132
125.2054043,-8.982448444
125.1969788,-8.987783835
125.2065021,-8.987750977
125.2230708,-8.980905088
125.2081074,-8.978041075
125.1565851,-8.919238256
125.1911872,-8.90389118
125.2006029,-8.939749242
125.1710638,-8.935701948
125.2051837,-8.958004748
125.2171451,-8.968896136
125.2123527,-8.970693238
125.2491129,-8.96850115
125.2454623,-8.977398931
125.2518653,-8.984242702
125.2830561,-8.981897852
125.274606,-9.015179688
125.1984355,-9.04054759
125.2189636,-9.046573482
125.2379758,-9.053634506
125.2091499,-9.052304735
125.2221684,-9.063238285
125.1984776,-9.05977424
125.212138,-9.075565421
125.2357974,-9.031896328
125.1306138,-8.953624659
125.1871361,-8.998751176
125.1712471,-9.011107864
125.1942931,-9.02452117
125.1769939,-9.00649834
125.1830546,-9.019305782
125.2541274,-9.137757655
125.2455232,-9.155716115
125.2655954,-9.157020915
125.2571879,-9.19584724
125.2848097,-9.170520092
125.2785209,-9.175978961
125.274071,-9.162112144
125.2776569,-9.140289543
125.2792415,-9.158139706
125.3012553,-9.156771366
125.3092433,-9.176931394
125.2940108,-9.134132106
125.3328782,-9.171402438
125.3186046,-9.121112085
125.207749,-9.096203929
125.22057,-9.117452407
125.1865802,-9.100474585
125.1939083,-9.127329905
125.2105811,-9.140319165
125.2258695,-9.154092534
125.2333849,-9.123499077
125.1103865,-8.779235991
126.0464461,-8.921381551
125.8727708,-8.650177335
125.9139997,-8.677094708
126.0326128,-8.657907165
125.8836962,-8.862237388
125.892087,-8.513272675
125.8805639,-8.566573654
125.7987876,-8.609110965
126.1040296,-8.580427675
126.1259059,-8.530546397
125.9858012,-8.50568061
125.9170361,-8.589403627
125.9858853,-8.571628292
126.0555847,-8.53713908
126.0290554,-8.595052295
125.9669812,-8.857499083
125.926621,-8.885293524
125.9471543,-8.847346309
125.8908227,-8.820142147
125.8383118,-8.819350464
125.9309165,-8.816201164
125.9928707,-8.762915663
125.9596362,-8.657993007
126.0580382,-8.851925734
125.9933197,-8.887609139
126.1173211,-8.987964042
126.0527476,-9.012936382
126.1191003,-8.643010945
125.8526266,-8.707799982
126.0217618,-8.96120427
126.0231516,-8.986846066
126.0877582,-8.939513522
126.0925823,-8.967591524
126.112057,-8.960267564
126.0437121,-8.747492484
125.9758561,-8.945620916
126.0780976,-8.999522399
126.0548856,-8.9792793
125.7963015,-8.639464033
125.774755,-8.600560607
125.8266358,-8.596205564
125.8301021,-8.560457984
125.8432967,-8.620925094
125.9023118,-8.549624929
125.8529899,-8.485381037
125.8924701,-8.484337143
125.960023,-8.516397593
125.9189044,-8.543082401
125.8667865,-8.54989966
125.9438293,-8.493483518
125.9053563,-8.558786443
125.912726,-8.558856122
125.9519107,-8.708674578
125.9783324,-8.642347291
126.172875,-8.586062223
126.1723387,-8.616162249
126.1429093,-8.597204304
126.1426433,-8.608747164
126.1643753,-8.540036732
126.1656311,-8.554550059
126.1557729,-8.537768847
125.9695991,-8.548246678
126.0133028,-8.511637379
126.0385065,-8.515898969
126.0146521,-8.517350883
126.0164881,-8.511840062
126.0158123,-8.515939314
126.0161768,-8.530129791
125.9906675,-8.681948679
125.9011217,-8.739754562
125.9092471,-8.739067928
125.9215298,-8.725942656
125.8071831,-8.784213951
125.8836089,-8.748159627
125.8523124,-8.758231342
125.9041753,-8.779833254
125.9276699,-8.769617883
125.9388688,-8.780665311
125.9386954,-8.798895281
125.9757646,-8.796699137
125.961506,-8.753254376
125.9449537,-8.747977085
